State,County,Longitude,Lat,HOUSEHOLDS WITH INTERNET ACCESS (2014-2018),HYPERTIONSION DIAGNOSIS IN ADULTS (2017),HEART DISEASE DIAGNOSIS IN ADULTS (2017),DIABETES DIAGNOSIS FOR ADULTS (2017),HIGH CHOLESTEROL DIAGNOSIS IN ADULTS (2017),"CANCER INCIDENCE PER 100,000 PEOPLE (2011-2015)",DEPRESSION DIAGNOSIS RATE (2017),HIV DIAGNOSIS RATE (2016),RELIGIOUS ADHERENCE RATE (2010),VOTING AGE POPULATION TURNOUT RATE IN 2016 GENERAL ELECTION,PERCENTAGE VOTE FOR A DEMOCRAT IN 2016 SENATE ELECTION ,PERCENTAGE VOTE FOR A REPUBLICAN IN 2016 SENATE ELECTION ,TOTAL POPULATION RATE (ACS 2014-2018),TOTAL POPULATION MALE (ACS 2014-2018),TOTAL POPULATION FEMALE (ACS 2014-2018),Under 5 Years - AGE RATE (ACS 2014-2018),5 to 9 Years - AGE RATE (ACS 2014-2018),10 to 14 Years - AGE RATE (ACS 2014-2018),15 to 17 Years- AGE RATE (ACS 2014-2018),18 to 24 Years - AGE RATE (ACS 2014-2018),25 to 34 Years- AGE RATE (ACS 2014-2018),35 to 44 Years - AGE RATE (ACS 2014-2018),45 to 54 Years- AGE RATE (ACS 2014-2018),55 to 64 Years - AGE RATE (ACS 2014-2018),65 to 74 Years - AGE RATE (ACS 2014-2018),75 to 84 Years- AGE RATE (ACS 2014-2018),85 Years and Over - AGE RATE (ACS 2014-2018),White Alone - RACE RATE (ACS 2014-2018),Black or African American Alone- RACE RATE (ACS 2014-2018),American Indian and Alaska Native Alone- RACE RATE (ACS 2014-2018),Asian Alone- RACE RATE (ACS 2014-2018),Native Hawaiian and Other Pacific Islander Alone- RACE RATE (ACS 2014-2018),Some Other Race Alone- RACE RATE (ACS 2014-2018),Two or More Races- RACE RATE (ACS 2014-2018),Population 16 Years and Over- EMPLOYMENT RATE (ACS 2014-2018),In Labor Force- EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- EMPLOYMENT RATE (ACS 2014-2018),Civilian:- EMPLOYMENT RATE (ACS 2014-2018),Employed- MALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- EMPLOYMENT RATE (ACS 2014-2018),Male Population 16 Years and Over- MALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force:- MALE EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- MALE EMPLOYMENT RATE (ACS 2014-2018),Civilian:- MALE EMPLOYMENT RATE (ACS 2014-2018),Employed- MALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- MALE EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- MALE EMPLOYMENT RATE (ACS 2014-2018),Female Population 16 Years and Over:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Civilian:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Employed- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force 16 Years and Over: LABOR FORCE RATE (ACS 2014-2018),In Armed Forces: LABOR FORCE RATE (ACS 2014-2018),Civilian: LABOR FORCE RATE (ACS 2014-2018),Civilian Population in Labor Force 16 Years and Over:- LABOR FORCE RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Employed- EMPLOYMENT RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Unemployed- UNEMPLOYMENT RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Households:-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018),"Less than $10,000-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$10,000 to $14,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$15,000 to $19,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$20,000 to $24,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$25,000 to $29,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$30,000 to $34,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$35,000 to $39,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$40,000 to $44,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$45,000 to $49,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$50,000 to $59,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$60,000 to $74,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$75,000 to $99,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$100,000 to $124,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$125,000 to $149,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$150,000 to $199,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$200,000 or More-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)",Total: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),No Health Insurance Coverage: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),With Health Insurance Coverage:: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Public Health Coverage: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Private Health Insurance: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Current Smokers (Persons 18 Years and Over),Drinking Adults (Persons 18 Years and Over),Persons with Limited Access to Healthy Foods,Persons with Access to Exercise Opportunities,Obese Persons (20 Years and Over),Physically Inactive Persons (20 Years and Over),Children Eligible for Free Lunch (Persons < 18 Years),Teen Births (Females 15 to 19 Years),Premature Deaths (Less than 75 Years),"Rate of limited-service restaurants per 100,000 people in 2017."
Georgia,Carroll,-85.07976677,33.58138199,83.81,30.5,3.8,9.8,28.5,492.7,18.9,181.7,485.65,50.45,25.93,69.3,"116,022","56,448","59,574","7,425","7,041","8,534","4,861","15,332","15,371","14,412","14,795","13,099","9,329","4,562","1,261","87,288","21,996",977,872,108,"2,549","2,232","91,456","55,407",104,"55,303","50,923","4,380","36,049","43,696","29,165",104,"29,061","26,917","2,144","14,531","47,760","26,242",0,"26,242","24,006","2,236","21,518","55,407",104,"55,303","55,303","50,923","4,380","41,150","3,407","1,777","1,934","2,695","2,373","2,194","2,019","2,174","2,144","2,975","4,373","5,091","3,414","1,735","1,664","1,181","114,801","14,058","100,743","37,499","75,854",17.7%,15.9%,10.7%,62.1%,29.8%,29.0%,55.0%,"1,435","1,535",82.74
Georgia,Columbia,-82.263524,33.54534185,83.72,31.8,3.9,10.2,30,405.6,19.6,145.8,386.05,59.48,25.84,70.16,"147,295","71,970","75,325","9,373","10,862","10,838","6,749","12,131","20,365","20,606","19,841","17,824","11,655","5,211","1,840","109,501","24,575",436,"5,995",0,"1,742","5,046","114,038","72,696","3,717","68,979","65,411","3,568","41,342","55,123","38,870","3,125","35,745","34,086","1,659","16,253","58,915","33,826",592,"33,234","31,325","1,909","25,089","72,696","3,717","68,979","68,979","65,411","3,568","46,840","1,836",908,"1,617","1,417","1,334","1,400","1,591","1,915","1,697","3,285","5,861","7,437","5,295","3,532","4,480","3,235","143,227","11,429","131,798","35,053","115,278",13.9%,16.6%,2.2%,71.2%,29.0%,23.0%,25.5%,709,"1,148",71.96
Georgia,Pulaski,-83.4754996,32.23334561,69.24,36.8,4.7,12.7,31.7,342.5,19.2,284.9,407.58,39.53,25.82,71.58,"11,295","5,075","6,220",431,498,515,545,997,"1,684","1,432","1,599","1,455","1,256",670,213,"7,133","3,929",17,10,0,29,177,"9,741","3,895",4,"3,891","3,704",187,"5,846","4,251","2,135",4,"2,131","2,005",126,"2,116","5,490","1,760",0,"1,760","1,699",61,"3,730","3,895",4,"3,891","3,891","3,704",187,"3,817",350,354,378,161,186,217,353,136,187,319,295,327,154,92,292,16,"9,768","1,486","8,282","4,479","5,550",16.4%,13.3%,5.2%,75.5%,31.8%,30.8%,61.6%,119,165,88.53
Georgia,Putnam,-83.37552891,33.32056115,77.56,38.2,5.4,13.3,33.7,461,18.7,152.4,336.7,55.71,25.8,71.14,"21,503","10,402","11,101",975,"1,611","1,114",702,"1,618","2,313","2,120","2,751","3,357","3,193","1,486",263,"14,830","5,633",8,175,0,586,271,"17,658","9,711",34,"9,677","9,234",443,"7,947","8,571","4,961",34,"4,927","4,710",217,"3,610","9,087","4,750",0,"4,750","4,524",226,"4,337","9,711",34,"9,677","9,677","9,234",443,"8,660",667,388,316,485,686,464,484,374,349,896,876,"1,080",556,318,385,336,"21,313","2,943","18,370","9,543","12,889",16.5%,13.9%,1.4%,59.4%,32.4%,24.5%,71.0%,206,376,32.55
Georgia,Tift,-83.5236119,31.45743864,66.57,33.5,4.1,10.9,29.4,509.3,18.7,459.1,609.68,46.28,25.8,71.5,"40,510","19,509","21,001","2,813","2,709","2,885","1,660","4,653","5,256","5,182","4,757","4,817","3,444","1,697",637,"26,243","12,200",36,589,14,"1,037",391,"31,406","18,676",13,"18,663","18,126",537,"12,730","14,871","9,405",13,"9,392","9,156",236,"5,466","16,535","9,271",0,"9,271","8,970",301,"7,264","18,676",13,"18,663","18,663","18,126",537,"15,058","1,439","1,126","1,007",851,"1,008",933,576,856,625,"1,461","1,218","1,616",954,526,555,307,"40,100","7,758","32,342","14,567","21,078",18.3%,14.2%,5.7%,65.4%,34.8%,29.8%,62.3%,670,572,103.68
Georgia,Ware,-82.42224148,31.05449097,72.71,35.6,4.5,11.5,31,455.3,18.5,519.1,648.88,44.79,25.77,70.66,"35,599","17,753","17,846","2,411","2,628","2,087","1,420","2,874","4,686","4,528","4,482","4,588","3,319","1,745",831,"22,986","10,621",178,403,33,899,479,"27,971","13,672",0,"13,672","13,200",472,"14,299","13,834","7,231",0,"7,231","7,036",195,"6,603","14,137","6,441",0,"6,441","6,164",277,"7,696","13,672",0,"13,672","13,672","13,200",472,"13,901","1,574","1,056","1,036",884,933,904,575,706,583,"1,151","1,346","1,563",713,468,220,189,"33,219","5,113","28,106","15,091","17,116",18.3%,14.0%,14.1%,80.9%,35.5%,30.0%,62.0%,688,583,92.7
Georgia,Cook,-83.42947229,31.16068491,68.76,35.3,4.6,12.1,30.7,500.5,19,334.8,515.8,48.12,25.68,71.04,"17,184","8,348","8,836","1,128","1,310","1,240",767,"1,470","2,052","2,159","2,315","2,078","1,568",865,232,"11,861","4,723",45,109,0,225,221,"13,282","7,467",0,"7,467","7,078",389,"5,815","6,212","3,897",0,"3,897","3,676",221,"2,315","7,070","3,570",0,"3,570","3,402",168,"3,500","7,467",0,"7,467","7,467","7,078",389,"6,233",751,449,528,453,427,272,311,199,362,516,585,614,378,184,133,71,"17,084","3,068","14,016","6,562","9,109",18.8%,13.9%,5.4%,56.5%,28.7%,27.4%,61.8%,272,293,87.29
Georgia,Lanier,-83.06472457,31.0382857,63.4,31.9,3.8,10.4,29,463.2,18.4,176.8,377.06,37.05,25.68,69.62,"10,366","5,183","5,183",715,667,844,416,892,"1,576","1,397","1,267","1,273",788,317,214,"7,669","2,507",28,32,0,46,84,"7,945","4,246",256,"3,990","3,643",347,"3,699","3,961","2,193",223,"1,970","1,759",211,"1,768","3,984","2,053",33,"2,020","1,884",136,"1,931","4,246",256,"3,990","3,990","3,643",347,"3,724",710,235,230,136,284,162,124,210,346,213,255,351,217,96,134,21,"9,808","1,535","8,273","3,540","5,653",19.7%,15.2%,2.4%,N/A,32.0%,28.4%,63.0%,103,135,48.23
Georgia,Evans,-81.8870105,32.15328841,71.49,34.9,4.5,12.1,30,448.5,18.6,478.1,433.73,46.1,25.61,71.99,"10,727","5,303","5,424",781,902,733,424,658,"1,550","1,290","1,388","1,289",979,507,226,"6,291","3,262",1,91,0,"1,011",71,"8,148","4,671",9,"4,662","4,297",365,"3,477","3,866","2,431",9,"2,422","2,221",201,"1,435","4,282","2,240",0,"2,240","2,076",164,"2,042","4,671",9,"4,662","4,662","4,297",365,"4,006",578,273,238,194,270,235,232,165,122,289,430,432,276,129,72,71,"10,195","1,711","8,484","4,183","5,389",18.6%,13.7%,1.9%,63.0%,35.3%,29.6%,76.9%,220,155,65.26
Georgia,Oglethorpe,-83.08278123,33.8786296,68.64,34.5,4.5,11.6,32.1,467.2,18.7,112.1,224.65,56.92,25.49,70.45,"14,784","7,396","7,388",790,941,869,572,"1,023","1,722","2,048","2,097","2,052","1,609",872,189,"11,610","2,623",24,64,0,229,234,"12,000","7,037",22,"7,015","6,684",331,"4,963","5,874","3,743",15,"3,728","3,483",245,"2,131","6,126","3,294",7,"3,287","3,201",86,"2,832","7,037",22,"7,015","7,015","6,684",331,"5,621",423,382,283,445,272,256,222,536,331,410,551,652,426,199,151,82,"14,639","1,772","12,867","5,581","9,113",14.8%,15.7%,1.5%,12.6%,29.8%,26.5%,50.8%,119,179,20.29
Georgia,Atkinson,-82.87545866,31.29633502,61.47,31.5,3.8,10.9,29.4,424.4,17.9,194.7,410.27,43.95,25.48,71.74,"8,265","4,208","4,057",527,595,751,391,771,"1,059","1,124","1,049",945,674,318,61,"5,967","1,484",60,0,0,725,29,"6,248","3,488",0,"3,488","3,168",320,"2,760","3,111","1,857",0,"1,857","1,755",102,"1,254","3,137","1,631",0,"1,631","1,413",218,"1,506","3,488",0,"3,488","3,488","3,168",320,"2,785",240,265,174,259,215,245,152,149,121,235,214,267,92,40,62,55,"8,238","2,049","6,189","3,659","3,297",21.0%,14.0%,10.9%,35.3%,35.7%,31.5%,74.2%,191,139,60.5
Georgia,Paulding,-84.86848792,33.91969522,89.81,29.3,3.2,8.9,27.6,466.4,20.1,141.7,263.97,57.48,25.43,69.47,"155,840","76,195","79,645","10,029","11,534","12,832","7,651","13,562","19,907","23,459","24,252","16,848","10,074","4,589","1,103","117,516","29,448",468,"1,570",61,"2,617","4,160","119,266","80,332",85,"80,247","76,827","3,420","38,934","57,317","41,919",85,"41,834","40,013","1,821","15,398","61,949","38,413",0,"38,413","36,814","1,599","23,536","80,332",85,"80,247","80,247","76,827","3,420","52,389","2,097","1,459","1,933","1,768","1,605","2,563","2,297","2,531","2,075","5,012","6,731","7,195","5,840","4,038","3,597","1,648","155,101","16,893","138,208","37,328","113,596",14.9%,17.3%,5.9%,75.1%,28.4%,26.4%,34.2%,852,"1,241",43.63
Georgia,Charlton,-82.13951596,30.78371028,69.54,34.6,4.3,11.4,29.7,399,18.3,236.5,368.58,39.71,24.91,71.03,"12,983","7,522","5,461",670,733,698,374,"1,468","1,538","1,813","2,202","1,560","1,080",583,264,"8,684","3,358",245,107,16,236,337,"10,655","4,781",0,"4,781","4,199",582,"5,874","6,457","2,880",0,"2,880","2,559",321,"3,577","4,198","1,901",0,"1,901","1,640",261,"2,297","4,781",0,"4,781","4,781","4,199",582,"3,559",383,184,323,301,180,204,189,199,136,175,354,237,407,194,89,4,"11,839","2,501","9,338","4,889","5,829",17.5%,16.6%,11.0%,77.7%,30.7%,29.2%,69.0%,176,191,46.21
Georgia,Crawford,-83.98061238,32.71391813,71.84,35.1,4.5,11.9,32.2,478.6,18.4,190.7,192.4,53.03,24.6,72.06,"12,344","6,299","6,045",644,523,"1,007",445,946,"1,329","1,449","1,885","1,930","1,432",623,131,"9,181","2,978",0,25,0,21,139,"10,083","5,168",28,"5,140","4,644",496,"4,915","5,136","2,634",15,"2,619","2,340",279,"2,502","4,947","2,534",13,"2,521","2,304",217,"2,413","5,168",28,"5,140","5,140","4,644",496,"4,637",486,390,194,240,313,254,253,261,256,271,582,478,367,134,100,58,"12,178","1,647","10,531","4,865","7,307",16.9%,14.9%,0.0%,10.2%,28.4%,32.6%,72.7%,95,193,32.4
Georgia,Monroe,-83.92097166,33.014289,76.23,35.5,4.6,11.9,32.3,477.1,18.1,186.8,367.32,58.48,24.57,72.24,"27,010","13,600","13,410","1,415","1,225","2,002","1,010","2,307","3,027","3,290","3,844","4,154","2,849","1,361",526,"19,829","6,302",52,251,0,326,250,"22,125","12,531",0,"12,531","11,536",995,"9,594","11,043","6,516",0,"6,516","6,079",437,"4,527","11,082","6,015",0,"6,015","5,457",558,"5,067","12,531",0,"12,531","12,531","11,536",995,"9,803",920,488,506,438,527,252,583,330,444,897,944,820,835,613,525,681,"25,983","3,074","22,909","8,407","17,983",16.4%,14.9%,4.1%,62.2%,31.9%,27.7%,42.9%,178,356,66.64
Georgia,Butts,-83.9543504,33.2830945,73.32,34.2,4.1,11.2,30.4,464.6,17.9,401.8,510.06,50.42,24.53,71.53,"23,750","12,661","11,089","1,363","1,249","1,433",874,"2,102","3,654","3,088","3,317","3,091","2,208","1,097",274,"16,289","6,858",10,105,60,185,243,"19,323","9,445",0,"9,445","8,915",530,"9,878","10,555","5,126",0,"5,126","4,862",264,"5,429","8,768","4,319",0,"4,319","4,053",266,"4,449","9,445",0,"9,445","9,445","8,915",530,"8,157",590,484,486,690,395,686,490,630,323,475,747,703,601,402,289,166,"20,980","2,183","18,797","8,145","13,138",17.0%,16.3%,1.2%,40.0%,31.3%,30.1%,59.7%,310,416,63.16
Georgia,Morgan,-83.49129491,33.59232073,77.33,37.4,5.1,12.9,32.9,468.9,19.3,202.6,526.86,67.49,24.43,72.04,"18,235","8,783","9,452","1,011","1,173","1,159",759,"1,595","1,763","1,797","2,878","2,651","2,049","1,146",254,"13,482","4,258",37,5,0,191,262,"14,560","8,644",12,"8,632","8,139",493,"5,916","6,930","4,644",12,"4,632","4,321",311,"2,286","7,630","4,000",0,"4,000","3,818",182,"3,630","8,644",12,"8,632","8,632","8,139",493,"6,656",484,203,288,290,287,242,394,248,276,471,835,958,494,474,328,384,"18,058","2,131","15,927","6,571","11,738",15.5%,14.7%,7.6%,40.2%,28.3%,27.2%,44.4%,147,253,104.2
Georgia,Whitfield,-84.96093476,34.80987459,79.44,30.6,4,10.3,29.6,403.6,19.6,166.2,650.13,40.03,24.2,70.86,"103,849","51,525","52,324","7,050","7,987","7,664","4,760","9,696","13,892","13,362","13,917","11,530","8,251","4,345","1,395","92,143","4,110",729,"1,511",4,"4,163","1,189","79,887","50,425",0,"50,425","47,247","3,178","29,462","39,375","27,924",0,"27,924","26,482","1,442","11,451","40,512","22,501",0,"22,501","20,765","1,736","18,011","50,425",0,"50,425","50,425","47,247","3,178","36,043","1,830","2,295","2,377","2,383","2,264","2,349","2,174","1,939","1,418","3,416","3,931","3,971","2,042","1,164","1,222","1,268","103,035","18,057","84,978","33,481","60,665",18.2%,14.6%,12.3%,86.5%,29.7%,31.7%,63.5%,"1,508","1,218",79.92
Georgia,Wilcox,-83.43438555,31.97496928,55.99,36.9,4.7,12.5,30.5,461,17.4,679.5,530.85,42.08,24.11,73.37,"8,846","5,242","3,604",468,536,429,259,817,"1,187","1,351","1,161","1,189",824,435,190,"5,556","3,122",26,0,0,75,67,"7,322","2,601",0,"2,601","2,418",183,"4,721","4,448","1,413",0,"1,413","1,289",124,"3,035","2,874","1,188",0,"1,188","1,129",59,"1,686","2,601",0,"2,601","2,601","2,418",183,"2,606",246,237,210,201,251,130,143,139,97,169,189,333,161,45,38,17,"6,758","1,123","5,635","2,717","3,716",20.4%,14.3%,0.4%,1.9%,32.3%,27.3%,73.5%,120,146,N/A
Georgia,Candler,-82.07702563,32.40209349,61.84,35.8,4.8,12.5,31.3,382.9,18.8,347.2,431.35,45.95,24.1,72.94,"10,827","5,363","5,464",629,869,760,458,924,"1,260","1,391","1,283","1,408","1,155",520,170,"7,355","2,572",69,247,0,300,284,"8,433","4,563",3,"4,560","4,272",288,"3,870","4,108","2,451",3,"2,448","2,312",136,"1,657","4,325","2,112",0,"2,112","1,960",152,"2,213","4,563",3,"4,560","4,560","4,272",288,"3,965",652,245,397,300,305,185,276,93,82,314,407,379,128,69,70,63,"10,563","2,219","8,344","4,905","4,758",20.0%,13.5%,3.8%,51.5%,32.2%,30.6%,67.0%,175,201,92.36
Georgia,Floyd,-85.21577392,34.26268279,80.02,33.1,4.4,10.7,30.7,471.3,19.5,240.1,632.35,47.21,23.95,71.99,"96,824","46,810","50,014","5,851","5,876","7,033","3,912","10,065","11,998","11,788","12,531","12,134","8,942","4,772","1,922","75,735","13,861",177,"1,540",0,"3,551","1,960","76,630","44,045",33,"44,012","41,259","2,753","32,585","36,434","22,619",23,"22,596","21,134","1,462","13,815","40,196","21,426",10,"21,416","20,125","1,291","18,770","44,045",33,"44,012","44,012","41,259","2,753","35,633","2,677","2,301","2,290","2,086","2,065","2,558","1,931","1,422","1,498","2,525","3,861","3,958","2,755","1,153","1,377","1,176","94,719","13,028","81,691","34,644","59,142",17.4%,15.0%,9.9%,71.3%,28.5%,29.6%,57.4%,"1,161","1,428",82.62
Georgia,Coweta,-84.76129976,33.35334302,86.98,32.2,3.9,10.3,29.9,447.8,19.7,197.9,467.61,59.19,23.92,71.28,"140,516","68,430","72,086","8,666","10,131","10,191","6,342","11,664","17,141","19,044","21,457","17,397","11,724","5,232","1,527","107,831","24,730",307,"2,702",34,"1,591","3,321","109,381","72,137",50,"72,087","68,690","3,397","37,244","52,566","38,290",29,"38,261","36,653","1,608","14,276","56,815","33,847",21,"33,826","32,037","1,789","22,968","72,137",50,"72,087","72,087","68,690","3,397","51,308","2,528","1,590","1,943","2,123","1,802","2,156","1,802","2,277","1,580","3,991","5,442","7,972","5,792","3,305","3,898","3,107","139,961","14,516","125,445","36,641","104,016",14.5%,16.3%,6.8%,60.5%,27.0%,25.1%,40.8%,"1,038","1,338",61.2
Georgia,Hart,-82.96567682,34.34626973,71.08,37.1,5.3,12.5,33.3,454,19.1,175,730.46,50.28,23.62,72.64,"25,631","12,558","13,073","1,396","1,664","1,423",896,"1,864","3,044","2,907","3,398","3,583","3,159","1,831",466,"19,823","4,730",10,248,7,269,544,"20,850","10,457",0,"10,457","9,948",509,"10,393","10,131","5,742",0,"5,742","5,438",304,"4,389","10,719","4,715",0,"4,715","4,510",205,"6,004","10,457",0,"10,457","10,457","9,948",509,"10,019","1,005",737,705,516,604,766,551,561,256,714,"1,105","1,137",685,133,291,253,"24,767","2,812","21,955","11,188","14,903",17.1%,13.9%,1.9%,56.7%,29.5%,28.6%,54.7%,236,341,46.82
Georgia,Jasper,-83.68844964,33.31535543,73.13,34.8,4.4,11.8,31.8,488,18.6,191.6,360.07,58.2,23.6,72.42,"13,784","6,682","7,102",787,"1,042",895,572,"1,069","1,496","1,689","1,914","1,996","1,425",712,187,"10,380","2,881",8,36,0,343,136,"10,814","5,724",0,"5,724","5,349",375,"5,090","5,145","3,000",0,"3,000","2,855",145,"2,145","5,669","2,724",0,"2,724","2,494",230,"2,945","5,724",0,"5,724","5,724","5,349",375,"5,087",498,338,174,426,380,230,286,287,188,478,497,665,312,151,133,44,"13,695","1,872","11,823","5,456","7,740",18.7%,14.2%,2.9%,64.9%,30.6%,30.0%,64.3%,143,189,29.02
Georgia,Worth,-83.85090513,31.55162306,74.2,35.9,4.6,12.2,32.2,463.8,18.5,386.5,476.96,51.93,23.33,74.63,"20,656","10,040","10,616","1,287","1,496","1,204",815,"1,669","2,727","2,117","2,657","2,940","2,278","1,103",363,"14,104","5,833",77,70,5,97,470,"16,426","9,410",0,"9,410","8,801",609,"7,016","7,856","5,177",0,"5,177","4,841",336,"2,679","8,570","4,233",0,"4,233","3,960",273,"4,337","9,410",0,"9,410","9,410","8,801",609,"8,038",689,511,284,743,557,332,443,398,339,665,793,"1,251",404,253,283,93,"20,499","3,608","16,891","8,005","11,029",17.9%,14.0%,6.4%,50.2%,37.4%,30.9%,66.5%,267,330,38.73
Georgia,Clinch,-82.70432472,30.91395822,53.6,35.1,4.5,11.9,30.8,479.2,19.2,488.1,403.65,48.46,23.28,73.14,"6,743","3,427","3,316",565,343,632,270,435,963,783,880,849,634,322,67,"4,439","1,862",4,29,0,313,96,"5,118","2,417",0,"2,417","2,257",160,"2,701","2,478","1,054",0,"1,054","1,005",49,"1,424","2,640","1,363",0,"1,363","1,252",111,"1,277","2,417",0,"2,417","2,417","2,257",160,"2,502",622,204,322,98,112,86,103,83,109,124,247,152,97,46,81,16,"6,648","1,412","5,236","2,859","3,337",20.6%,13.7%,3.0%,0.8%,30.3%,29.8%,69.6%,140,105,103.81
Georgia,Toombs,-82.32957247,32.12059861,71.09,34.5,4.4,11.4,31,473.3,18.9,350.6,683.98,46.07,22.79,74.31,"27,048","12,491","14,557","1,919","1,933","2,242","1,122","2,200","3,673","3,169","3,182","3,225","2,531","1,254",598,"16,920","6,968",4,247,0,"2,370",539,"20,598","11,798",46,"11,752","10,541","1,211","8,800","9,616","6,115",46,"6,069","5,361",708,"3,501","10,982","5,683",0,"5,683","5,180",503,"5,299","11,798",46,"11,752","11,752","10,541","1,211","10,403","1,326",814,631,946,547,775,433,602,388,653,952,936,529,364,248,259,"26,764","4,448","22,316","11,774","13,581",19.1%,13.8%,8.7%,68.7%,32.9%,26.5%,67.3%,520,456,107.22
Georgia,Dodge,-83.16948926,32.17265114,57.66,35.6,4.6,12.1,30.5,411.8,18.6,475.4,629.7,42.74,22.59,74.71,"20,919","10,972","9,947","1,106",987,"1,379",710,"1,809","2,703","2,792","3,054","2,839","2,092","1,135",313,"14,102","5,868",2,79,0,282,586,"17,162","8,059",9,"8,050","7,467",583,"9,103","8,967","4,167",9,"4,158","3,899",259,"4,800","8,195","3,892",0,"3,892","3,568",324,"4,303","8,059",9,"8,050","8,050","7,467",583,"7,694",895,678,730,589,446,446,473,329,385,526,498,720,486,245,137,111,"19,029","2,145","16,884","7,702","11,806",18.3%,14.7%,1.2%,47.5%,31.2%,30.9%,N/A,305,354,62.14
Georgia,Oconee,-83.43679568,33.83749973,90.35,32.1,4.2,10.1,31.6,474.6,20.1,62.8,640.08,74.64,22.51,73.02,"37,017","18,164","18,853","2,008","2,764","3,139","2,023","2,899","3,342","5,126","5,539","4,820","3,366","1,449",542,"32,796","2,005",15,"1,517",2,104,578,"28,587","18,767",0,"18,767","18,115",652,"9,820","13,813","10,046",0,"10,046","9,762",284,"3,767","14,774","8,721",0,"8,721","8,353",368,"6,053","18,767",0,"18,767","18,767","18,115",652,"13,093",329,205,209,410,460,631,492,543,577,946,"1,077","1,479","1,789","1,085","1,388","1,473","36,817","2,492","34,325","8,017","30,390",13.1%,17.7%,5.4%,81.3%,30.9%,21.6%,18.8%,99,248,105.36
